"Title","Original Author","Type","Uniform Title","Translation Title","Full Translation Title","Series/Journal","Publication Year","Place of Publication","Publisher","Pagination","Princeton Call Number","URL","Edition","Notes","Translator","Original Language","ISBN","Translation Language","Genre","Century","Additional Information"
"Le discours d’Euthyme Tornikès (1200-1205)","Tornikēs, Euthymios","Journal Article","","Le discours d’Euthyme Tornikès (1200-1205)","Le discours d’Euthyme Tornikès (1200-1205)","Revue des études byzantines 26, 49-121","1968","","","","","","","","Darrouzès, Jean","Greek","","French","Speeches","13th",""
"Théologie platonicienne Proclus ","Proclus, ca. 410-485","Book","","Théologie platonicienne Proclus ","Théologie platonicienne Proclus : texte établi et traduit par H. D. Saffrey et L. G. Westerink","Collection des universités de France","1968","Paris","Les Belles Lettres","v.","","","","French and Greek on opposite pages, numbered in duplicate. Translation of: Eis tēn Platōnos theologian. Includes bibliographies and indexes.
","Saffrey, H. D.|Westerink, Leendert Gerrit","Greek","","French","Philosophy","5th",""
"Topographie chrétienne ","Cosmas, Indicopleustes, fl. 6th cent.","Book","","Topographie chrétienne ","Topographie chrétienne : Introduction, texte critique, illustration, traduction et notes par Wanda Wolska-Conus, Préface de Paul Lemerle","Sources chrétiennes 141, 159 ","1968","Paris","Éditions du Cerf","v.","","","","Greek text and French translation of Christianikē topographia, with commentary in French. Bibliography: v. 1, p. [246]-249.
","Wolska-Conus, Wanda","Greek","","French","Geography","6th",""
"Vie d'Olympias ","Olympias, Saint, ca. 368-408","Book","Vios étoi politeia kai praxis tēs hosias, makarias kai dikaias Olympiados","Vie d'Olympias ","Vie d'Olympias IN: Lettres à Olympias : introd., texte critique, traduction et notes par Anne-Marie Malingrey, 407-449","Sources chrétiennes 13bis","1968","Paris","Éditions du Cerf","489","","","2. éd., augmentée de la vie anonyme d’Olympias","","Malingrey, Anne Marie","Greek","","French","Saints lives|Women","5th",""
"Leimōn. Russian Sinaĭskiĭ paterik ","Moschus, John, ca. 550-619","Book","Pratum spirituale","Leimōn. Russian Sinaĭskiĭ paterik ","Leimōn. Russian Sinaĭskiĭ paterik : tekst i paleogr. opisanie izdanie podgotovili V. S. Golyshenko, V. F. Dubrovina","","1967","Moskva","Nauka","401, [11]","","","","On leaf preceding t. p. : Akademii︠a︡ nauk SSSR. Institut russkogo i︠a︡zyka. Translation of Leimōn (known in Latin as Pratum spirituale). Errata slip inserted. Includes bibliographical references.
","Golyshenko, V. S.|Dubrovina, V. F.","Greek","","Russian","Saints lives","6th|7th",""
"Leon Metropolit von Sardes und die Briefsammlung in Neap. III A 6","Leo, Metropolitan of Synada, 937-ca. 1003","Journal Article","","Leon Metropolit von Sardes und die Briefsammlung in Neap. III A 6","Leon Metropolit von Sardes und die Briefsammlung in Neap. III A 6","Byzantinische Forschungen 2, 227-237","1967","","","","","","","","Hörandner, Wolfram","Greek","","German","Letters","10th|11th",""
"An unknown Byzantine emperor, Andronicus V Palaeologus (1400-1407?)","Anonymous","Journal Article","","An unknown Byzantine emperor, Andronicus V Palaeologus (1400-1407?)","An unknown Byzantine emperor, Andronicus V Palaeologus (1400-1407?)","Jahrbuch der Österreichischen byzantinischen Gesellschaft 16, 175-187","1967","","","","","","","Translations of ""an anonymous monady or funeral oration ... [and] a consolatory letter from a bishop to an emperor.""
","Dennis, George T.","Greek","","English","Speeches|Letters","15th",""
"Ascetical works ","Gregory, of Nyssa, Saint, ca. 335-ca. 394","Book","","Ascetical works ","Ascetical works : Translated by Virginia Woods Callaban","The Fathers of the Church a new translation 58","1967","Washington","Catholic University of America Press","xxiii, 295","","","","Catholic University of America Press. Bibliography: p. xxii-xxiii.
","Woods Callaban, Virginia","Greek","","English","Theology","4th",""
"De administrando imperio","Constantine VII Porphyrogenitus, Emperor of the East, 905-959","Edited Book","","De administrando imperio","De administrando imperio","Corpus fontium historiae Byzantinae 1. Dumbarton Oaks texts 1","1967","Washington, D.C.","Dumbarton Oaks Center for Byzantine Studies","ix, 341","","","New, rev. ed.","Constantine Porphyregenitus ; Greek text edited by Gy. Moravcsik ; English translation by R.J.H. Jenkins. Dumbarton Oaks Center for Byzantine Studies. Moravcsik, Gyula. Translation of: De administrando imperio. English and Greek. Includes bibliographical references and index.
","Moravcsik, Gyula|Jenkins, R. J. H.","Greek","884020215","English","Politics and government","10th",""
"Historia nova ","Zosimus","Book","","Historia nova ","Historia nova : the decline of Rome, Translated by James J. Buchanan and Harold T. Davis","","1967","San Antonio","Trinity University Press","xi, 274","","","","","Buchanan, James J.|Davis, Harold T.","Greek","","English","History","5th|6th",""
"History of the wars, Secret history, and Buildings","Procopius","Book","","History of the wars, Secret history, and Buildings","History of the wars, Secret history, and Buildings","The Great histories","1967","New York","Twayne Publishers","xlii, 351","","","","maps ; 22 cm. Includes bibliographical references (p. xxxix) and index. Newly translated, edited, abridged, and with an introd. by Averil Cameron.
","Cameron, Averil","Greek","","English","History|Architecture","6th",""
"The oracle of Baalbek ","","Book","","The oracle of Baalbek ","The oracle of Baalbek : the Tiburtine Sibyl in Greek dress, by Paul J. Alexander","Dumbarton Oaks studies 10","1967","Washington","Dumbarton Oaks Research Library and Collection","xii, 151","","","","Includes the Greek text and an English translation. The Greek text (p. 9-22) is edited on the basis of the Latin versions and the Greek MSS. preserved in codices Athos 1527 (Karakallou 14), Vaticanus Graecus 1120, and Atheniensis Bibliothecae Nationalis 2725 (--Suppl. 725) Includes bibliographical references.
","Alexander, Paul Julius","Greek","","English","Oracles","",""
"Alexiade (règne de l'empereur Alexis I Comnène, 1081-1118)","Comnena, Anna, b. 1083","Book","Alexiad","Alexiade (règne de l'empereur Alexis I Comnène, 1081-1118)","Alexiade (règne de l'empereur Alexis I Comnène, 1081-1118)","Collection byzantine","1967","Paris","Les Belles lettres","","","","","20 cm. t. 1. Livres I-IV -- t. 2. Livres V-X -- t. 3. Livres XI-XV -- t. 4. Index. Illustrated cover./ French and Greek on opposite pages numbered in duplicate./ Includes bibliographical references. par Anne Comnène ... Texte établi et traduit par Bernard Leib ...
","Leib Bernard","Greek","","French","History","12th",""
"Cinq actes inédits du patriarche Michel Autôreianos","Michael IV Autoreianos, Patriarch of Constantinople","Journal Article","","Cinq actes inédits du patriarche Michel Autôreianos","Cinq actes inédits du patriarche Michel Autôreianos","Revue des études byzantines 25, 113-145","1967","","","","","","","","Oikonomidès, Nicolas","Greek","","French","Politics and government","13th",""
"Maîtres spirituels au désert de Gaza, Barsanuphe, Jean le Prophète et Dorothée","Barsanuphius, Saint, 6th cent.|Dorotheus, of Gaza, Saint, 6th cent.|John, the Prophet, Saint","Book","","Maîtres spirituels au désert de Gaza, Barsanuphe, Jean le Prophète et Dorothée : textes choisis traduits et présentés par Dom Lucien Regnault","Maîtres spirituels au désert de Gaza, Barsanuphe, Jean le Prophète et Dorothée : textes choisis traduits et présentés par Dom Lucien Regnault","","1967","Sablé-sur-Sarthe","Éditions de l'Abbaye de Solesmes","269","","","","Illustrated cover. Bibliography: p. [263]-264.
","Regnault, Lucien","Greek","","French","Saints lives","6th",""
"Un discours inedit","Constantine VII Porphyrogenitus, Emperor of the East, 905-959","Journal Article","","Un discours inedit","Un discours inedit","Travaux et mémoires 2, 393-404","1967","","","","","","","","Ahrweiler, H.","Greek","","French","Speeches","10th",""
"Une homélie de Constantin le prêtre","Constantine, of Preslav","Journal Article","","Une homélie de Constantin le prêtre","Une homélie de Constantin le prêtre","Byzantinoslavica 28.1, 68-81","1967","","","","","","","","Vaillant, Andre","Slavonic","","French","Sermons","9th|10th|13th",""
"Une homélie inedited de Sévérien de Gabala sur le lavement des pieds","Severian, of Gabala, fl. 398-408","Journal Article","","Une homélie inedited de Sévérien de Gabala sur le lavement des pieds","Une homélie inedited de Sévérien de Gabala sur le lavement des pieds","Revue des études byzantines 25, 217-234","1967","","","","","","","","Wenger, Antoine","Greek","","French","Sermons","4th|5th",""
"Memorii ","Phrantzēs, Geōrgios, b. 1401","Book","Kath' heauton kai tina gegonata en tō chronō tēs zōēs autou","Memorii ","Memorii : 1401-1477, în anexă, Pseudo-Phrantzes, Macarie Mellisenos, Cronica, 1258-1481","Scriptores Byzantini 5","1966","București","Editura Academiei Republicii Socialiste România","xvii, 618 , [5] of plates","","","","Georgios Sphrantzes ; ediție critică de Vasile Grecu. Editura Academiei Republicii Socialiste România. Greek texts, parallel Romanian translations. Translation (1st work) of: Ta kath' heauton kai tina gegonota en tō chronō tēs zōēs autou. Translation (2nd work) of: Chronikon Geōrgiou Phrantzē. Titles on added t.p.: Ta kath' heauton kai tina gegonota en tō chronō tēs zōēs autou ; Chronicon. Errata slip inserted.
","Grecu, Vasile","Greek","","Romanian","History","15th",""
"Amphilochios von Ikonion","Amphilochius, Saint, Bishop of Iconium, fl. 373-394","Journal Article","","Amphilochios von Ikonion","Amphilochios von Ikonion : der vierte ""Grosse Kappadokier""","Jahrbuch der Österreichischen byzantinischen Gesellschaft 15, 133-145","1966","","","","","","","Translation of the sermon Εἰς τό Πάτερ εἰ.
","Gstrein, Heinz","Greek","","German","Sermons","4th",""
"Dialoge mit einem ""Perser"" ","Manuel II Palaeologus, Emperor of the East, 1350-1425","Book","Dialogos meta tinos Persou","Dialoge mit einem ""Perser"" ","Dialoge mit einem ""Perser"" : [hrsg. von] Erich Trapp","Wiener byzantinistische Studien 2","1966","Wien","In Kommission bei G. Böhlaus, Nachf.","318","","","","Text in Greek. At head of title: Österreichische Akademie derWissenschaften. Kommission für Byzantinistik. Institutfür Byzantinistik der Universität Wien. Based on the author's thesis, Vienna, 1964.
","Trapp, Erich","Greek","","German","Dialogues|Islam","14th|15th",""
"Die 34. Rede des Themistios ","Themistius","Book","","Die 34. Rede des Themistios ","Die 34. Rede des Themistios : Peri tēs archēs, Einleitung, Übersetzung und Kommentar von Hugo Schneider","","1966","Winterthur","P. G. Keller","152","","","","Greek text and German translation of Oratio in eos a quibus ob praefecturam susceptam fuerat vituperatus on opposite pages. Vita. Includes indexes. The editor's thesis--Basel. Bibliography: p. 9-11.
","Schneider, Hugo","Greek","","German","Speeches","4th",""
"Kaisertaten und Menschenschicksale im Spiegel der schönen Rede ","Choniates, Nicetas, ca. 1140-1213","Book","","Kaisertaten und Menschenschicksale im Spiegel der schönen Rede ","Kaisertaten und Menschenschicksale im Spiegel der schönen Rede : Reden und Briefe des Niketas Choniates","Byzantinische Geschichtsschreiber","1966","Graz","Styria","403","","","1. Aufl.","19 cm. übersetzt, eingeleitet und erklärt von Franz Grabler.
","Grabler, Franz","Greek","","German","History","12th|13th",""
"A Panegyric on John the Baptist attributed to Theodosius Archbishop of Alexandria, edited by K. H. Kuhn","Theodosius, Abp. of Alexandria","Book","","A Panegyric on John the Baptist attributed to Theodosius Archbishop of Alexandria, edited by K. H. Kuhn","A Panegyric on John the Baptist attributed to Theodosius Archbishop of Alexandria, edited by K. H. Kuhn","Corpus scriptorum Christianorum Orientalium. Scriptores Coptici, 33-34","1966","Louvain","Secrétariat du Corpus SCO","2 v.","","","","Bibliographical footnotes.
","Kuhn, K. H.","Coptic","","English","Speeches|Saints lives","6th",""
"The Chronographia ","Psellus, Michael","Book","Fourteen Byzantine rulers","The Chronographia ","The Chronographia : Translated, with an introd., by E. R. A. Sewter","Penguin classics L169","1966","Baltimore","Penguin Books","396","","","[Rev. ed.]","Penguin Books. This translation first published in 1953 under title: Chronographia. Bibliography: p. 381-[382]
","Sewter, Edgar Robert Ashton","Greek","","English","History","11th",""
"The essential Eusebius ","Eusebius, of Caesarea, Bishop of Caesarea, ca. 260-ca. 340","Book","","The essential Eusebius ","The essential Eusebius : selected and newly translated, with introd. and commentary, by Colm Luibheid","A Mentor-Omega book, MT671","1966","New York","New American Library","236","","","","Selections from the Preparation for the gospel, the Proof of the gospel, the Ecclesiastical history, and the Life of Constantine, together with the complete Letter to the church at Caesarea. Bibliography: p. 226.
","Luibhéid, Colm","Greek","","English","Church history","3rd|4th",""
"The short chronicle of Lesbos, 1355-1428","Anonymous","Journal Article","","The short chronicle of Lesbos, 1355-1428","The short chronicle of Lesbos, 1355-1428","Lesbiaka 5, 123-144","1966","","","","","","","","Dennis, George T.","Greek","","English","History|Lesbos","15th",""
"Two 14th century descriptions of the 'Black Death'","Gregoras, Nicephorus, 1295-1359 or 60","Journal Article","","Two 14th century descriptions of the 'Black Death'","Two 14th century descriptions of the 'Black Death'","Journal of the History of Medicine 21:4 395 ff.","1966","","","","","","","","Bartsocas, C. S.","Greek","","English","Medicine","14th",""
"Encomio inedito di Niceforo Basilace per Alession Aristeno","Nikēphoros, ho Vasilakēs, 12th cent.","Journal Article","","Encomio inedito di Niceforo Basilace per Alession Aristeno","Encomio inedito di Niceforo Basilace per Alession Aristeno","Byzantinische Forschungen 1, 92-114","1966","","","","","","","","Garzya, Antonio","Greek","","Italian","Speeches","12th",""
"A Théodore","John Chrysostom, Saint, d. 407","Book","","A Théodore","A Théodore : par Jean Chrysostome. Introduction, texte critique, traduction et notes par Jean Dumortier","Sources chrétiennes 117","1966","Paris","Éditions du Cerf","332","","","","","Dumortier, Jean","Greek|Latin","","French","Theology|Monasticism","4th|5th",""
"Catéchèses mystagogiques par Cyrille de Jérusalem. Introduction, texte critique et notes de Auguste Piédagnel. Traduction de Pierre Paris","Cyril, Saint, Bishop of Jerusalem, ca. 315-386","Book","Catecheses","Catéchèses mystagogiques par Cyrille de Jérusalem. Introduction, texte critique et notes de Auguste Piédagnel. Traduction de Pierre Paris","Catéchèses mystagogiques par Cyrille de Jérusalem. Introduction, texte critique et notes de Auguste Piédagnel. Traduction de Pierre Paris","Sources chrétiennes 126","1966","Paris","Editions du Cerf","220","","","","Greek and French. Bibliographical footnotes.
","Piédagnel, Auguste","Greek","","French","Theology","4th",""
"Commentaire sur le ""de Anima"" d'Aristote par Jean Philopon ","Philoponus, John, 6th cent.|William, of Moerbeke, ca. 1215-1286","Book","","Commentaire sur le ""de Anima"" d'Aristote par Jean Philopon ","Commentaire sur le ""de Anima"" d'Aristote par Jean Philopon : traduction latine de Guillaume de Moerbeke. Édition critique avec une introduction sur la psychologie de Philopon, par G. Verbeke","Corpus Latinum commentariorum in Aristotelem Graecorum 3","1966","Louvain, Paris","Publications universitaires; B. Nauwelaerts","cxx, 172","","","","Contains translations of chapters 4 to 9 of Book III and part of Book I of Hypomnēma eis ta peri psychēs biblia tou Aristotelous. Bibliographical footnotes.
","Verbeke, Gérard","Latin","","French","Philosophy","6th",""
"Commentaire sur le ""Timée"" ","Proclus, ca. 410-485","Book","In Timaeum","Commentaire sur le ""Timée"" ","Commentaire sur le ""Timée"" : traduction et notes par A. J. André Jean Festugière, O. P.","Bibliothèque des textes philosophiques","1966","Paris","J. Vrin","5 v.","","","","At head of title: Proclus. Translation of Eis ton Timaion. Includes bibliographical references.
","Festugière, A. J.","Greek","","French","Philosophy","5th",""
"Ekthesis néa ","","Journal Article","","Ekthesis néa ","Ekthesis néa : Manuel des pittakia du XIVème siécle","Revue des études byzantines 27, 58-ff.","1966","","","","","","","","Darrouzès, Jean","Greek","","French","Law","14th",""
"Entretiens avec un Musulman ","Manuel II Palaeologus, Emperor of the East, 1350-1425","Book","Dialogos meta tinos Persou","Entretiens avec un Musulman ","Entretiens avec un Musulman : 7e controverse","Sources chrétiennes 115","1966","Paris","Éditions du Cerf","233","","","","Greek and French on opposite pages. Includes bibliography and indexes.
","Khoury, Adel Théodore","Greek","","French","Dialogues|Islam","14th|15th",""
"Le basilikos de Maxime Planude","Planudes, Maximus, ca. 1260-ca. 1310","Journal Article","","Le basilikos de Maxime Planude","Le basilikos de Maxime Planude","Byzantinoslavica 27.1, 98-103","1966","","","","","","","","Westerink, Leendert Gerrit","Greek","","French","Speeches","13th",""
"Monodie inédite de Michael Psellos sur le basileus Emperor Andronic Ducas","Psellus, Michael","Journal Article","","Monodie inédite de Michael Psellos sur le basileus Emperor Andronic Ducas","Monodie inédite de Michael Psellos sur le basileus Emperor Andronic Ducas","Revue des études byzantines 24, 154-156","1966","","","","","","","","Gautier, Paul","Greek","","French","Poems","11th",""
"Traité des offices","Pseudo-Kodinos","Book","Ta tōn ophphikiōn tōn Vasileōn Konstantinoupoleōs onomata kai tōn ophphikiōn tēs Megalēs Ekklēsias","Traité des offices","Traité des offices","Le monde byzantin 1","1966","Paris","Editions du Centre national de la recherche scientifique","420 , [1] leaf of plates","","","","Pseudo-Kodinos ; introduction, texte et traduction par Jean Verpeaux. Éditions du Centre national de la recherche scientifique. Greek text and French translation in parallel columns; critical material in French. Previously attributed to Georgius Codinus.
","Verpeaux, Jean","Greek","","French","Politics and government|Ceremony","14th",""
"Traités théologiques et éthiques ","Symeon, the New Theologian, Saint, 949-1022","Book","Biblos ton theologikon","Traités théologiques et éthiques ","Traités théologiques et éthiques : introduction, texte critique, traduction et notes par Jean Darrouzès","Sources chrétiennes 122, 129","1966","Paris","Éditions du Cerf","2 v.","","","","Biblioraphical footnotes.
","Darrouzès, Jean","Greek","","French","Theology","10th|11th",""
"Aleksiada ","Comnena, Anna, b. 1083","Book","Alexiad","Aleksiada ","Aleksiada : Vstup, statʹi︠a︡, perevod kommentariĭ I︠A︡, N. Li︠u︡barskogo","Pami︠a︡tniki srednevekovoĭ istorii narodov T︠S︡entralʹnoĭ i Vostochnoĭ Evropy","1965","Moskva","Akademii︠a︡ nauk SSSR","686","","","","At head of title: Anna Komnina. On leaf preceding t. p.: Akademii︠a︡ nauk SSSR. Institut istorii. Institut slavi︠a︡novedenii︠a︡. Bibliography: p. 633-[649]
","Li︠u︡barskiĭ, I︠A︡. N.","Greek","","Russian","History","12th",""
"E̊kloga ","","Book","Ecloga","E̊kloga ","E̊kloga : vizantiĭskiĭ zakonodatelwnyĭ svod VIII veka, Vstup, statwi︠a︡, perevod, kommentariĭ E. E̊, Lips̊it̨","Pami︠a︡tniki srednevekovoĭ istorii narodov T︠S︡entralʹnoĭ i Vostochnoĭ Evropy.","1965","Moskva","Akademii︠a︡ nauk SSSR","224","","","","On leaf preceding t. p.: Akademii︠a︡ nauk SSSR. Institut istorii. Institut slavi︠a︡novedenii︠a︡. Translation of Ecloga: p. [39]-[76]. Bibliographical footnotes.
","Lipshit︠s︡, Elena Ėmmanuilovna","Greek","","Russian","Law","8th",""
"Alcibiades I ","Proclus, ca. 410-485","Book","","Alcibiades I ","Alcibiades I : A translation and commentary by William O'Neill","","1965","The Hague","M. Nijhoff","viii, 247","","","","Translation of: Eis ton Platōnos prōton Alkibiadēn based on the critical text and indices of Proclus: Commentary on the First Alcibiades of Plato, Amsterdam 1954, by L.G. Westerink. Bibliography: p. [231] Bibliographical footnotes.
","O'Neill, William|Westerink, Leendert Gerrit","Greek","","English","Philosophy","5th",""
"Athanasiana Syriaca ","Athanasius, Saint, Patriarch of Alexandria, d. 373","Book","","Athanasiana Syriaca ","Athanasiana Syriaca : Edited and translated by Robert W. Thompson","Corpus scriptorum Christianorum Orientalium. Scriptores syri, 114-115,  118-119, 142-143, 167-168","1965","Louvain,","Secrétariat du CorpusSCO","4 v. in 8","","","","Bibliographical footnotes. ""Oriental versions of works by St. Anthanasius already published"": pt. I, v.1, p. viii-xii.
","Thomson, Robert W.","Syriac","","English","Theology","4th",""
"The history of the church from Christ to Constantine by Eusebius. Translated with an introd. by G.A. Williamson","Eusebius, of Caesarea, Bishop of Caesarea, ca. 260-ca. 340","Book","","The history of the church from Christ to Constantine by Eusebius. Translated with an introd. by G.A. Williamson","The history of the church from Christ to Constantine by Eusebius. Translated with an introd. by G.A. Williamson","Penguin classics L138","1965","Baltimore","Penguin Books","429","","","","Translation of Historia ecclesiastica. Includes bibliographical references.
","Williamson, G. A.","Greek","","English","Church history","3rd|4th",""
"The Lausiac history","Palladius, Bishop of Aspuna, d. ca. 430","book","","The Lausiac history : translated and annotated by Robert T. Meyer","The Lausiac history : translated and annotated by Robert T. Meyer","Ancient Christian writers. The works of the Fathers in translation 34","1965","Westminster, Md.","Newman Press","vii, 265","","","","Bibliographical references included in ""Notes"" (p. 157-220)
","Meyer, Robert T.","Greek","809100835","English","Monasticism","5th",""
"La precrociata di Roberto il Guiscardo ","Comnena, Anna, b. 1083","Book","Alexiad","La precrociata di Roberto il Guiscardo ","La precrociata di Roberto il Guiscardo : pagine dall'Alessiade","Università di Bari. Istituto di Storia medievale e moderne. Testi 1","1965","Bari","Dedalo","xii, 187 ","","","","Greek text and French translation on opposite pages./ Bibliographical references included in ""Premessa "" (p. vii-x). a cura di Salvatore Impellizzeri.
","Impellizzeri, Salvatore","Greek","","Italian","History","12th",""
"La chronique byzantine de l’an 811","","Journal Article","","La chronique byzantine de l’an 811","La chronique byzantine de l’an 811","Travaux et mémoires 1, 205-254","1965","","","","","","","","Duĭchev, Ivan","Greek","","French","History","9th",""
"La première vie grecque de saint Pachôme ","Pachomius, Saint","Book","","La première vie grecque de saint Pachôme ","La première vie grecque de saint Pachôme IN: Les moines d'Orient 4:2, 159-245","","1965","Paris","Éditions du Cerf","v.","","","","Bibliographical footnotes.
","Festugière, A. J.","Greek","","French","Saints lives","4th",""
"Le dossier d'un haut fontionnaire d'Alexis I Comnène","Straboromanus, Manuel","Journal Article","","Le dossier d'un haut fontionnaire d'Alexis I Comnène","Le dossier d'un haut fontionnaire d'Alexis I Comnène: Manuel Straboromanus","Revue des études byzantines 23, 172-177","1965","","","","","","","","Gautier, Paul","Greek","","French","Politics and government","12th",""
"Les privileges de l’église a l’époque des Comnènes ","Manuel I Comnenus, Emperor of the East, ca. 1120-1180","Journal Article","","Les privileges de l’église a l’époque des Comnènes ","Les privileges de l’église a l’époque des Comnènes : un rescrit inédit de Manuel Ier Comnène","Travaux et mémoires 1, 325-391","1965","","","","","","","","Svoronos, N.","Greek","","French","Politics and government","12th",""
"Un récit inédit du siege de Constantinople par les turcs (1394-1402)","","Journal Article","","Un récit inédit du siege de Constantinople par les turcs (1394-1402)","Un récit inédit du siege de Constantinople par les turcs (1394-1402)","Revue des études byzantines 23, 100-117","1965","","","","","","","","Gautier, Paul","Greek","","French","Constantinople","14th|15th",""
"Der Psalmenkommentar von Tura, Quaternio IX (Pap. Colon.Theol.1)","Didymus, the Blind, ca. 313-ca. 398","Book","","Der Psalmenkommentar von Tura, Quaternio IX (Pap. Colon.Theol.1)","Der Psalmenkommentar von Tura, Quaternio IX (Pap. Colon.Theol.1)","Wissenschaftliche abhandlungen der Arbeitsgemeinschaft für Forschung des Landes Nordrhein-Westfalen. Sonderreihe: Papyrological coloniensia, 1","1964","Köln","Westdeutscher Verlag","223","","","","Universität zu Köln.; Institut für Altertumskunde. Greek text and German translation on opposite pages./ Based on thesis. Cologne, 1960. Hrsg., übers. und erläutert von Aloys Kehl.
","Kehl, Aloys","Greek","","German","Biblical commentaries","4th",""
"Crusaders as conquerors ","Chronicle of Morea","Book","Chronicle of Morea","Crusaders as conquerors ","Crusaders as conquerors : the Chronicle of Morea, Translated from the Greek, with notes and introd, by Harold E. Lurier","Records of civilization sources and studies 69","1964","New York","Columbia University Press","346","","","","Columbia University Press. ""Selected bibliography"": p. [327]-334.
","Lurier, Harold E.","Greek","","English","Poems","14th",""
"Papyri from Hermopolis","","Book","","Papyri from Hermopolis","Papyri from Hermopolis : and other documents of the Byzantine period, edited with translations and notes by B. R. Rees.","Egypt Exploration Society. Graeco-Roman memoirs 42","1964","London","Egypt Exploration Society","xi, 127 p.","","","","","Rees, Brinley Roderick","Greek","","English","Papyri|Economics|Letters","4th|5th|6th|7th",""
"Some autographs of Nicephorus Gregoras","Gregoras, Nicephorus, 1295-1359 or 60","Journal Article","","Some autographs of Nicephorus Gregoras","Some autographs of Nicephorus Gregoras","Zbornik radova Vizantološkog instituta 8, 435-450","1964","","","","","","","Translation of one letter ""sent, or intended to be sent, along with a complimentary copy of a commentary on a book by Synesius."" Reprinted in Ševčenko, 'Society and Intellectual Life in late Byzantium' (1981), item XII.
","Ševčenko, Ihor","Greek","","English","Letters","14th",""
"The ecclesiastical history of Evagrius with the scholia","Evagrius, Scholasticus, b. 536?","Book","","The ecclesiastical history of Evagrius with the scholia","The ecclesiastical history of Evagrius with the scholia","","1964","Amsterdam","A.M. Hakkert","xiv, 285","","","","23 cm. Reprint of the London 1898 ed./ Includes indexes. edited with introduction, critical notes, and indices by J. Bidez and L. Parmentier.
","Bidez, Joseph|Parmentier, Léon","Greek","","English","Church history","6th",""
"Contribution a l’étude de la pronoia au XIIIe siècle","","Journal Article","","Contribution a l’étude de la pronoia au XIIIe siècle","Contribution a l’étude de la pronoia au XIIIe siècle","Revue des études byzantines 22, 158-175","1964","","","","","","","","Oikonomidès, Nicolas","Greek","","French","Law|Economics","13th",""
"Deux dialogues christologiques Cyrille d'Alexandrie ","Cyril, Saint, Patriarch of Alexandria, ca. 370-444","Book","","Deux dialogues christologiques Cyrille d'Alexandrie ","Deux dialogues christologiques Cyrille d'Alexandrie : introduction, texte critique, traduction et notes par G. M. de Durand","Sources chrétiennes 97","1964","Paris","Editions du Cerf","543","","","","French translation and Greek text of Peri tes enanthropeseos tou Monogenous and Hoti eis ho Christos. Includes bibliographical footnotes and index. Bibliographie: p. [174]-185.
","Durand, Georges-Matthieu de","Greek","","French","Theology","4th|5th",""
"Jean V l’Oxite, patriarche d’Antioche, notice biographique","John IV, Oxeites, 11th/12th cent.","Journal Article","","Jean V l’Oxite, patriarche d’Antioche, notice biographique","Jean V l’Oxite, patriarche d’Antioche, notice biographique","Revue des études byzantines 22, 128-157","1964","","","","","","","","Gautier, Paul","Greek","","French","Sermons|Synods|Politics and government","11th|12th",""
"La chronique breve mereote de 1423","Anonymous","Journal Article","","La chronique breve mereote de 1423","La chronique breve mereote de 1423","Mélanges Eugène Tisserant II, Studi e testi, 232, 399-439","1964","Vatican","","","","","","","Loenertz, Raymond Joseph","Greek","","French","History","15th",""
"La polémique antijulianiste ","Severus Sozopolitānus, Patriarch of Antioch, d. ca. 536|Julianus, Bp. of Halicarnassus, 6th cent.","Book","","La polémique antijulianiste ","La polémique antijulianiste : Édité et traduit par Robert Hespel","Corpus scriptorum Christianorum Orientalium. Scriptores syri 104 105 124 125 126 127 136 137","1964","Louvain","Secrétariat du Corpus SCO","v.","","","","At head of title: Sévère d'Antioche. Text in Syriac; introduction and translation in French. Bibliographical footnotes.
","Hespel, Robert","Syriac","","French","Theology","6th",""
"La vie de Saint Cyrille le Philéote moine byzantin (1110) ","Katasképénos, Nicolas, fl. 12th cent.|Cyril Phileotes","Book","","La vie de Saint Cyrille le Philéote moine byzantin (1110) ","La vie de Saint Cyrille le Philéote moine byzantin (1110) : Introduction, texte critique, traduction et notes par Etienne Sargologos","Subsidia Hagiographica 39","1964","Bruxelles","","506","","","","","Sargologos, Etienne","Greek","","French","Saints lives","12th",""
"Lettres de 1453","","Journal Article","","Lettres de 1453","Lettres de 1453","Revue des études byzantines 22, 72-127","1964","","","","","","","","Darrouzès, Jean","Greek","","French","Letters","15th",""
"Der Aufstieg des Moses. Ubers. und eingeleitet von Manfred Blum","Gregory, of Nyssa, Saint, ca. 335-ca. 394","Book","","Der Aufstieg des Moses. Ubers. und eingeleitet von Manfred Blum","Der Aufstieg des Moses. Ubers. und eingeleitet von Manfred Blum","Sophia 4","1963","Freiburg im Breisgau","Lambertus-Verlag","137","","","","Translation of De vita Moysis. ""Nach dem griechischen Text kritisch ediert in den 'Sources chretiennes' von J. Danielou, Paris, 1955."" At head of title: Gregor von Nyssa. Bibliography: p. 137.
","Blum, Manfred","Greek","","German","Saints lives","4th",""
"Die Apologie der verurteilten höchsten Richter der Römer","","Journal Article","","Die Apologie der verurteilten höchsten Richter der Römer","Die Apologie der verurteilten höchsten Richter der Römer","Byzantinische Zeitschrift 56:1, 69-100","1963","","","","","","","","Theocharides, G. J.","Greek","77704","German","Law|Politics and government","14th",""
